is_duplicate,spanish_sentence1,spanish_sentence2
0,com devolv el articul,devolv mi articul
0,com cambi el metod de pag ahor el sistem registr mi pag con mastercard per deb pag con mi vis,por que fall el pag con vis mastercard
1,algui uso mi cuent,algui uso mi tarjet de credit
0,elimin inform de la tarjet,carg mi tarjet e inform de ident
0,hag una compr y solicit mis document par la apel,no pued sub document
1,com cancel el ped,me gust cancel mi ped com pued hac esto
0,com envi vide,que pued hac despues de envi una quej
0,no quier cancel mi ped,quier cancel el ped en mis ped per no hay opcion par eso
0,hol cualqui progres par disput,me pregunt si hay algun respuest par mi disput escal
0,com pued hac un ped per no pag porqu el vendedor deb cambi el premi antes de pag,pued cambi el tamañ que elij antes
0,trat de extend la proteccion de compr per el vendedor guard silenci cuand intent abrir una disput el sistem no me permit hac,intent abrir una disput par un ped que no pued envi
0,podras ayud,no pued compr nad
0,dond obten un reembols,recib un corre electron par obten un reembols
1,pued habl con una person en viv,y habl con una person real
0,com verific la cuent,cuant tiemp llev verific mi pag
0,no dij nad sobr el corre electron,no pued orden nad ahor
0,recib el ped despues de obten el reembols,si cancel un ped recib un reembols
1,hol mi pag no se esta proces y se que mi tarjet de credit funcion,mi tarjet de credit esta siend rechaz sab por que
0,estas dic algo sobr mi reembols,mi orden dic esper por recib los articul
0,hol necesit elimin mi inform de tarjet de credit anterior par registr una nuev tarjet de credit,tip de tarjet de credit
0,quier ser un dropshipp,quier diner de vuelt
0,quer hac un ped per el sistem no lo pon en mi cest,por que su sistem sig cancel mi ped
0,hag una compr y solicit mis document par la apel,por que sig pid que inici sesion cuand pag
0,no estoy segur de que signif 25cm por 33cm,que hor es alli
0,me recib mis product per he pag por los product,quier pag mis product con paypal es posibl
1,te estoy pregunt,teng una pregunt par ti
0,hol necesit restablec mi contraseñ antes de pod agreg una tarjet,com pued restablec mi contraseñ
0,com pued contact con la person de la fabric,pued habl con una person
1,com elimin mi direccion de corre electron de su list de corre,elimin de la list de corre
0,hol pued dec cuand se entreg mis ped,por favor digam cual es mi estad de disput
1,necesit habl con algui,necesit tu ayud
0,podras ayud,pued vend cos
0,com edit la direccion de envi,com edit mi direccion de corre electron
0,hol me extend al servici de atencion al client 3 vec,ped 5 piez per sol recib 3
1,si teng un product de alemani entreg en finlandi teng que pag aduan e impuest,com se si teng que pag impuest de import u otros impuest
0,pued respond mi pregunt,tien una respuest sobr mi pregunt
0,lo que teng que hac par que mi vendedor pued ajust un preci,que pued hac si el vendedor rechaz mi solicitud de reembols
0,hay un error al traduc una palabr orden en ingles a turc,confirm el ped por error que pued hac
0,entreg a la compañ,no pued envi a uk
0,me he puest en contact con el vendedor,teng una disput con el vendedor
1,cambi la direccion de envi,quier cambi mi direccion
0,la transaccion se complet,mi ped se complet baj sospech de vent
0,entonc me pong en contact con el vendedor y quier que me devuelv mi diner,no he recib mi ped y quier que me devuelv mi diner
0,oye mi cuent esta bloqu soy un comprador honest no abri disput sin ningun motiv le pid que desbloque la cuent,teng problem par cre mi cuent
0,problem al inici sesion,teng problem par autoriz el acces a mi cuent
0,necesit que confirm mi tarjet de credit,mi tarjet de credit esta siend rechaz sab por que
0,el boton de chat no funcion,por que el boton de disput no funcion
0,hay una person en viv alli par respond mi pregunt,cuand pued obten la respuest de mi pregunt
1,necesit tu ayud,necesit tu ayud con mi compr
0,teng una apel en proces,teng un problem
0,administr mi carrit de compr,por que mi carrit de compr esta vaci
0,com encontr el barc del articul de los ee uu en la tiend,com elimin una tiend de la tiend favorit
0,por que mi ped no avanz,por que se cancel mi ped
1,com usar paypal,pued usar paypal par pag ya que no teng una tarjet de credit
1,cuand se realiz el reembols,cuand recib un reembols
1,no estoy de acuerd con el result de la disput,cre que el result de la reclam es injust
0,no pued compr mi orden,no lo se
0,tien otro mod par pag sin tarjet,es posibl pag con una tarjet de debit
0,esper dejam mostrart una instantane,pued ayud
1,pued hac una pregunt,sol hag una pregunt
0,por uno de mis product ped no pued ver los detall de rastre,com ver los detall del product orden
0,com elimin el ped,com elimin las cooki
0,no estoy segur de que signif 25cm por 33cm,lo que signif mercanc esper acept
0,com pag la orden diari chin,com pued envi a chin
1,com edit el perfil,com pued cambi mi perfil
1,quier elimin tu perfil,com pued elimin mi perfil
0,necesit compañ de envi,pued cambi mi compañ de envi
0,com ten mi respuest,com elimin un comentari
0,com cancel la disput,com cancel mi ped
0,com intercambi punt por cupon,com pued cambi por un tamañ diferent
0,teng un proyector que compr y ven con un defect intent abrir una disput y el siti web me sugir que negoci con la tiend trat de negoci la tiend me promet envi otro proyector hic mi part me molest y no recib th,teng 2 cupon caduc cad vez que trat de usarl no pas por
0,se acab el tiemp el vendedor no devuelv y no reembols el diner,cuant tiemp le tom a su centr de disput devolv mi diner
0,por favor revis el historial en este siti,pued borr el historial de transaccion
0,incapaz de encontr la direccion,lo sent no pued particip en esta promocion
0,com me pong en contact con su vendedor,com pued contact con el vendedor por corre electron
1,com pued elimin el ped recib de mi list de ped,com pued borr ped complet de mi list de ped
0,recib un reembols per no el total por que,que edad tien jack ma
0,com edit contact,com edit la disput escal
0,hic un ped con un vendedor y pag per no ten el articul en la fot lueg cancel el ped y encontr otro vendedor con el articul per no llev mi tarjet en el archiv,pag un ped per lueg fue cancel el vendedor no ha reembols el diner
0,por favor ayud ya 20 dias se hac per el pag no se consig,por que se cancel el ped per el pag ya se realiz
0,si teng un problem,teng un problem con mi problem de envi
1,no quier naveg por el siti en idiom italian quier leer la descripcion original de ingles par cad articul,com cambi el idiom al ingles
0,necesit ayud con mi apel,necesit ayud con mi orden
0,com recib un reembols que el vendedor acept,com recib el reembols si pag a traves de webmoney
1,com al azar metod de envi,eleg el metod de envi incorrect
0,cancel orden despues del pag cuand recib un reembols,pued obten un reembols despues de que se hay liber el pag
0,pag no proces,por que tard tant antes de que se proces mi pag
0,teng un atract de tarjet de credit,hay algun otra maner de orden no teng tarjet de credit
0,per te envi un vide,he envi mi ped dañ al proveedor me pued reembols por complet
0,com pued acced a mis ped de disposit movil en mi pc,com pued elimin mis orden de esper de pag
0,com intercambi moned de aplic,com cambi por otro color
1,dond esta mi product,dond esta mi product
0,la unic form de pag por el product es con la tarjet,hay algun otra form en que pued hac el ped y pag con mi tarjet de credit
0,dond pon mi numer de tarjet,dond carg el extract de la tarjet de credit
0,cuand recib el ped el color era de veint dias incorrect,no he recib el pag dentr de los 10 dias
0,no pued pag con ideal mi banc dij que no hay nad de mal con mi ideal,quier compr per dic no pued envi a mi region
0,com voy a la atencion al client,a dond voy par rastr mi ped
1,el vendedor anunci un preci incorrect,que hag si el vendedor quier sub el preci
1,el vendedor no me reembols,el vendedor no me respond
0,no teng un problem de pag real,no lo se
0,cuand quier pag aparec una viej tarjet descart teng que ingres mi nuev numer de tarjet cad vez y es molest com pued elimin la viej tarjet de vis descart,no pued pag con tarjet de vis de debit
0,com restablec la contraseñ de mi cuent,por que no pued restablec la contraseñ
0,sol quier sab los tamañ de cambi,sol quier dec hol
0,com cambi el metod de pag,pued envi un chequ com metod de pag
0,de que estan habl,proteccion de compr de orden de que se trat
0,mi disput ha termin y ahor se acab y ahor,pag impuest sobr mi compr
0,quier pag per no quier pas mi tarjet supong que no compr mas tiemp intent volv a ingres a la vis de la tarjet de dat y grit hast el 1907 y no se termin de nuev,no teng tarjet de vis com pued compr
1,hol soy portugues,pued habl portugues
1,com agreg vide,com agreg vide
0,de verd tien otra respuest par mi,tien algun direccion de corre electron
1,com pued pag con ideal,com pag con ideal
1,conectam a un agent de servici al client,pued el servici al client llam
0,quier compr algo product per muy dificil com pag diner,quier pag con eur
0,cambi el tamañ del articul,este tamañ esta dispon
0,pag los product que nunc he recib sin embarg no yo he puest una confirm de recib y tambien un comentari,por que no recib mi corre electron de confirm
0,deb pag impuest personaliz,com elij un color personaliz
1,teng un poc de mied de que mi orden se hay perd han pas 20 dias y no ha sal de chin,mi product se detuv treint dias en chin cuand lleg
1,es esto una jod comput,eres human o comput
0,no veo que reloj,yo no habl ingles
0,com respond en mi cas de disput,com pued reabr un cas de disput
0,por que no pued envi un mensaj al vendedor,por que el vendedor no envi articul o respond un mensaj
0,entonc estab compr un cas,soy tan estup
0,com encontr el numer de orden,com pued encontr mi numer de rastre
0,mi tarjet ha sid utiliz por algui,mi orden ha sid congel
1,no pued habl en viv,chat en viv por favor
1,necesit habl con mari,necesit habl con un human
0,la orden ha sid cancel con tarjet de credit,le he envi una copi de mi tarjet de credit mi estad de cuent y mi ident lo que suced
0,com no modific el numer de telefon movil,el numer de movil en la orden es incorrect y deb cambi
0,teng un problem con el vendedor mal,teng un problem de inici de sesion
0,com es posibl que yo carg algo que no compr,orden algo y no recib un corre electron
0,com aplic comentari,com solicit los regal
0,estad del reembols sin resolv,estad de solicitud de reembols
0,teng un atract de tarjet de credit,no teng una tarjet de credit com pued pag
0,hub un problem con un ped que recib asi que envi a la tiend 4 mensaj sobr el problem que comenz el juev pas no he recib notici de ellos todav eso es normal,teng un problem con un ped
0,acab de hac una pregunt y no me estas ayud por favor ayudam no pued inici sesion en su siti web par hac una compr,en su siti no he encontr este product me pued ayud a encontr
0,hol me pued ayud,el vendedor me dij que no es posibl envi el articul
0,com uso mi direccion de corre electron en una cuent nuev,com encuentr la direccion de corre electron del vendedor
0,no pued pag mi articul,pued pag un articul usand skrill
0,com obteng un numer de orden antes de pag el vendedor quier cambi el preci,com pued contact con el vendedor antes de la compr
1,pued respond,pued ayud
0,mis contact estan bien,com pued pag tod mis orden
1,quier envi la orden en chin,pued hac arregl par envi un product a una direccion en chin
1,necesit la tiend http joi li,com pued encontr una tiend
0,por favor teng un problem,teng un problem de inici de sesion
0,hol ped un disfraz de cosplay con la moned equivoc cancel el ped y el vendedor me dij que se aclar de inmediat per ahor no hay suficient credit en la tarjet podr amabl recib la cantid lo mas rap posibl teng que volv,el vendedor me dij que pod reabr la disput
0,el vendedor me esta chantaj par cambi el motiv de la disput en uno que no sea ciert,com pued cambi la razon de cancel
0,no quier respuest automat,el proveedor no respond
1,eres un agent real,chat con un agent
0,com abrir una disput en la aplic,com pued abrir una disput con una orden cerr
1,no pued borr la orden,com elimin el historial de ped
1,el estad no ha cambi por 67 dias,ya pag mi orde per el estad del ped no ha cambi
0,ellos todav no han lleg,recib un corre electron dic que ha lleg un nuev corre
0,pag por orden,com pag el ped por transferent bancari
0,quier restablec mi contraseñ,intent restablec la contraseñ per no funcion
0,el vendedor no quier sab nad sobr la disput,quier sab sobr mi orden
0,cancel sin envi,cual es el cost del envi
1,por favor teng un problem,teng un problem con la orden
0,he realiz mi ped y obten autoriz par mi metod de pag y recib un ped de un vendedor y el rest de mi ped simplement no pued ser proces,pag mi ped per aun no proces
1,necesit una person real par chat,quier habl con una person real
1,no no pued ped nad,no pued orden nad ahor
0,intercambi moned por cupon,lleg a la oficin de cambi en el interior
0,no encuentr el icon de ideal en mis opcion de pag,que otras opcion de pag pued usar
0,no pued encontr el icon ideal,no pued llamart
0,que estas hac,que es lo que tu com
0,pued verific mi disput,com pued verific si teng mi direccion correct par la entreg
0,obteng un descuent de envi si es un ped grand,teng el descuent
0,este es mi id de ped,no recuerd mi nombr de identif
0,teng un codig par 435 fuer de mi orden puest que no me permit pon el codig en,por favor ponm en el chat en viv
0,no lo hic per nad,no pued escrib nad
0,com pued devolv mi diner,com pued deposit mi reembols en mi otra cuent
1,ok lo se per el proces es muy larg,necesit sab cuant dur la disput
0,y aun no ha recib el articul,el vendedor cancel mi ped aun no he recib mi pag
1,com report al vendedor,com pued report el mal proveedor
1,pag por orden,quier pag por un ped
0,hol teng un problem ya no pued realiz el ped en su siti porqu ha bloqu mis medi de pag sin embarg lo he valid con document de respald no hac much tiemp no entiend ayud,en su siti no he encontr este product me pued ayud a encontr
0,recib mis ped y estoy muy descontent con la form en que huel los zapat,cuand recib mis ped
0,hay otras form de pag,quier pag en otra moned
0,estoy interes en una especi de hoj de minni,me voy a dorm
0,tod tien un numer al que podr lleg,com pued sab si mi orden lleg a mi pais
1,que es disput,cual es el estad de mi disput
0,todav no he recib mi reembols,me han cobr per el ped aun esta esper mi pag
0,usted es la cuart person con qui he habl sobr el mism problem pued habl con un supervisor me dijeron que iba a recib un corre electron dentr de las 24 hor sobr una apel,pued sab por favor
0,com pued contact al vendedor,com pued contactart
1,com cambi mis dat de contact,com cambi mi direccion
0,cancel mi ped sin entreg la carg per podr ayud a que mi param aun no entre en la cuent,intent inici sesion en mi cuent vari vec per no pud
0,no necesit elimin por favor necesit person pued entend,pod ir a una cit
0,hol compr un vest el mes pas pag y ya fue envi sin embarg hoy fui a ver dond estab el vest y vi que la solicitud hab sid cancel que pas,traj un vest per no recib mi vest
0,quier el diner tan pront com no lo intent de nuev o compr algo de usted,no pued compr nad
0,no se dond encontr mi codig de barr,no lo se
0,com elimin la tarjet,com elimin mi ped
1,no pued usar mi cupon cuand finalic una compr mi cupon no aparec,no pued usar mi cupon
0,hol diner quier hac lo que teng que hac lo que teng que hac,no he recib el reembols que pued hac
1,com obteng una factur,com obteng mi factur
1,necesit llam contig,quier llamart
1,me ayud,teng un problem me ayud
0,wall com pued escrib tan rap,que tan rap pued obten mi orden
0,cuand mi cancel,cuand recib un reembols si los ped han sid cancel
0,teng una apel en proces,me he registr en el siti
1,orden larg tiemp,por que el tiemp de envi es tan larg
0,la proteccion termin y no pued abrir una disput quien me devolv el diner,pued abrir una disput que cancel
0,quier encontr proveedor por pais,com encontr el product que quier
0,sol teng un cajer automat par mi pag por favor dejam sab la solucion,me envi un corre electron par inform que mi diner ha sid reembols
1,hol teng un problem con mi ped me pued ayud por favor,teng un problem me ayud
1,añad nuev direccion de envi,com agreg la direccion de envi
0,teng un problem desd hac un dia,teng un dia maravill
1,si teng un product de alemani entreg en finlandi teng que pag aduan e impuest,estoy confund si tendr que pag impuest y derech de aduan
0,se acerc la seman pas sobr un articul que ped la seman pas que quer cambi,ya te contact la ultim vez
1,pued ayud,pued ayud
0,he realiz mi ped y obten autoriz par mi metod de pag y recib un ped de un vendedor y el rest de mi ped simplement no pued ser proces,pus orden dos vec y quier cancel uno
1,cancel el ped el parametr no fue devuelt,no he recib el reembols y mi ped fue cancel
0,no pued pag con ideal mi banc dij que no hay nad de mal con mi ideal,com pued pag el product por cuent bancari
0,com recuper un cupon,teng articul de compr com obteng un cupon de descuent
1,com cambi la direccion de envi,com cambi la direccion de envi
0,necesit cancel mi ped y necesit que me devuelv mi diner,necesit cancel el ped en mi ped no hay opcion de cancel
0,tarjet de credit vis estab venc y ahor se renov,fraud de tarjet de credit
1,hol ped un disfraz de cosplay con la moned equivoc cancel el ped y el vendedor me dij que se aclar de inmediat per ahor no hay suficient credit en la tarjet podr amabl recib la cantid lo mas rap posibl teng que volv,uno de mis ped fue cancel por el vendedor com pued recuper mi diner
1,no recib mi ped,he ped product per no recib mi ped
0,pued escrib en aleman por favor,pued sab por favor
0,por favor revis el historial en este siti,com borr la histori
0,pued compr sin un telefon movil,pued confi en los proveedor sin comentari
0,quier recuper ped elimin,quier que me envi vari ped junt
0,pued hac un ped sin telefon movil,pued el telefon movil usar trademanag o no
1,necesit plant una disput,necesit abrir una disput
1,cre que mi numer de seguimient es fals,por que mi numer de seguimient no es buen
0,pod encontr par llen el formulari de reembols,com llen el numer de tel
0,inclus inform al vendedor per aun no hub efect,mi tarjet de credit fue descont de mi cuent inclus nunc te compr nad
1,com aplic comentari,com doy retroaliment
1,pagin de list de ped,me gust ver el ped en la list de mis ped
1,com pued acced a mis ped de disposit movil en mi pc,com pued ver mis ped
0,te estoy pregunt,no estas respond mi pregunt
1,no pued hac mi ped,no estoy dispon par hac mi ped
0,dese cambi mi direccion de corre electron per mi direccion de corre anterior ya no esta en uso,quier cambi mi direccion
0,marqu el ped recib por error,quier hac un ped
0,esper a que se verifiqu mi apel,com pued verific mi pag
1,ha sid envi,com se si mi ped ha sid envi
0,com restablec su contraseñ,intent restablec la contraseñ per no funcion
0,no me esta dand la respuest correct necesit los diez articul principal que vend en 2017,necesit habl con algui ahor mism con respect a mi diner
0,hub un problem cuand pag con la tarjet de credit,cuand recib mi reembols si pag con tarjet de credit
0,pued pregunt mis bien,pued envi mis product a chin
1,com confirm el ped,confirm de orden recib
0,no pued pag con mi tarjet,que edad tien jack ma
0,no porqu no quier ayud,me pued ayud
0,orden algun articul la seman pas,me gust elimin mis comentari par mi ultim ped
0,estoy en mexic necesit un permis par recib mi ped,pag antes o despues de recib mi mercanc
0,yo escrib en ingles,dond escrib una quej
0,esto no ayud,graci por la ayud
0,com borr las orden,com elimin un comentari
1,com pued cambi los comentari,com cambi un comentari recib
0,lea tod los mensaj relacion con mi ped y lueg resuelv mi problem,com resolv mi problem de logist
0,no voy a mi direccion de corre electron ayuadam,no se que hac par mi fin de seman
0,com actualiz el numer de movil,com usar el cupon de la aplic movil
1,es sobr el are de inici de sesion,no me permit inici sesion
0,diferent de pequeñ paquet un corre aere registr,necesit cambi mi product porqu el tamañ es pequeñ
0,estab pag con la tarjet estadounidens y ya pus 2 vec la inform en la tarjet y el pag no se proces porqu el mensaj me dic que hub un error,pued pag por 2 tarjet
0,yo se esto,quier sab ahor
0,este es el enlac de la tiend,enlac par confirm que el corre electron fue mal
0,com pued abrir una disput,cuand pued abrir una disput
0,de dond vien tus product,mensaj recib que algun product fueron cancel por falt de pag
0,no cre una cuent cuand ped mi product,no cre esta cuent algui mas cre esta cuent use mi corre electron
0,agreg tarjet en el pag,teng una tarjet de debit per no pued hac el pag
1,quier compr esta maquin y envi a alemani,quier compr un product
0,com cancel el ped,com cancel el ped si el product ya se envi
0,mi envi todav no envi,por que mi ped esta cerr por sin envi
1,com cambi el codig postal,no pued cambi el codig postal
0,hic un ped y lo cancel per me dedujeron pued confirm si mi diner se revert a mi cuent,com pued recib un corre electron de verif par confirm mi cuent
1,estoy muy insatisfech con este servici de ayud automat necesit una person real,pued habl con una person real
0,per lo he pag,me he registr en el siti
0,mis bien lleg direct a mi man o tendr que ir a la oficin de aduan,com protej mi diner si el articul no lleg
0,dond encuentr configur par administr tarjet de pag,dond encuentr inform sobr disput
0,cuand pag por un articul en el carrit de compr ya tien guard los dat de mi tarjet de credit no estoy content con eso,ya he orden un articul
0,todav no escuch nad sobr el contact mij que ten antes,no hem lleg a un acuerd
0,elimin detall de la tarjet,cual son los detall del product
1,restaur list de orden,mi list de ped se ha perd
0,no quier record mi tarjet de credit,revis mi tarjet de credit per no hay ningun pag
0,he orden per han sid cancel,me han estaf
0,com reactiv mi cuent,com inici sesion en mi cuent
1,necesit conect al represent en line,no quier conect a un robot
0,he estad en esta line mas de una hor habl en person es mejor es mejor par mi ya que pued ver que esto es dificil,vendedor me acos par obten mejor critic
1,que hac,que pued hac
0,por favor mir mi pregunt aqu antes,no estas respond mi pregunt
0,estim amig graci por su mensaj y orden cuand nos dispong a reembols y el sistem demostr que usted abri la disput no podr reembols por favor no te preocup no permit que pierd tu diner podr cancel los di,tien un numer de contact al que podr llam par habl sobr mi disput por favor
0,no he recib mis bien,he recib la mercanc y tambien recib un reembols complet
0,este enlac esta vaci,recib un paquet vaci
1,eres capaz de ayud,eres capaz de ayud
1,hol me pued ayud,me pued ayud con algo
0,com elimin la tarjet,com elimin articul del carrit de compr
1,habl con algui,com pued habl con algui por telefon
0,estoy interes en compr 7 luc de par chin necesit un poc mas de inform,estoy interes en la inform sobr la disput
0,mi proveedor esta cambi el numer de seguimient per no pued rastr el paquet promet par envi es de 7 dias y se envi inform incorrect de que se envi en realid no lo envi,por que no hay mas inform de seguimient de mi paquet
0,abri la disput por mi ped hac una seman per no pued ver ningun result que esta pas el estad es disput en progres cuant tiemp deb llev graci,una disput abiert hac much tiemp el vendedor esta en silenci
1,hol me pued ayud,pued ayud con
0,eso fue hac 3 dias antes de eso tod me dic lo mism que recib un corre electron dentr de las 24 hor y mi verif ser aceler,accidental he coloc orden dobl en la mism cos
0,el vendedor no me reembols,el vendedor me ha engañ
0,hic un ped la seman pas par una pantall de telefon,pus orden y pag
0,no pued contact al vendedor,quier sab los detall de contact de un vendedor
0,pued ayud m,me pued ayud con el estad de la orden
0,olvid mi contraseñ y corre electron y mi id de inici de sesion,olvid la contraseñ de mi tarjet agreg que deb hac
0,el vendedor no ha envi mi ped,que pas si el tiemp se acab y el vendedor no ha envi mi ped
0,inclus inform al vendedor per aun no hub efect,pag un ped per dec que todav esta esper el pag
0,estoy trat de complet mi compr acept descubr tarjet de credit,por que no acept mi tarjet de credit
0,no se pued abrir una cuent,com pued abrir una cuent de dropshipping
0,per lo he pag,teng una pregunt sobr el reembols
0,com respond,el vendedor no me respond
1,necesit verific mi orden,pls me ayud a verific mi ped
1,cuand recib el paquet,cuand recib mi envi
0,hub un problem cuand pag con la tarjet de credit,por que teng un carg en mi tarjet de credit cuand no hic un ped
1,impos cre una cuent,no pued cre una cuent
0,hol recib un reembols por un articul que no se recib y ahor se lo entreg que pued hac par pag,que deberi hac ahor
0,necesit los diez articul principal que vend en 2017,com pued encontr la direccion postal del vendedor ya que necesit devolv los articul
1,numer de servici al client,quier numer de telefon de servici al client
1,no pued sub,no pued carg el archiv adjunt
1,quier chat con un human real,quier obten human
1,estoy en viv en indi cuant tiemp teng par obten un product,si orden hoy cuant tiemp tom lleg a mi pais
0,estim amig graci por su mensaj y orden cuand nos dispong a reembols y el sistem demostr que usted abri la disput no podr reembols por favor no te preocup no permit que pierd tu diner podr cancel los di,podr llam
0,si el product de mi ped se coloc en europ y quier lleg a finlandi deb pag impuest,quier hac un ped por telefon
0,esto no funcion,maestr no funcion
0,por favor borr las cooki en su naveg,borr las cooki per sig pid inici sesion
0,com pued envi un corre electron,com pued correg mi direccion de corre electron
1,com usar cupon seleccion,com uso select coupon
0,cambi la direccion de envi,pued el vendedor cambi la direccion
0,ped mensaj y vendedor mensaj,y yaho messag
0,por que teng que volv a envi los document que ya le envi por que por que por que,por que no teng el boton de reembols
0,sol necesit un reembols estoy feliz con esto por favor pag el diner,acab de compr un product y necesit que se lo envi a una direccion diferent
1,hol dond pued cambi mi direccion de envi,me gust cambi mi direccion de envi
1,quier elimin mi tarjet de credit de mi cuent,quier elimin los detall de mi tarjet
0,mi orden fue 120 mas en total,cuant es igual a 1 mas 1
0,no pued ver mi orden,no pued ver el seguimient de mi ped
1,com hac el ped,com hag mi ped
0,el vendedor acab de dec que necesit esper algun dias,el vendedor dij que los bien se perd
0,com rechaz la propuest,que pued hac si el vendedor rechaz mi solicitud de orden de cancel
1,com respond mi cas de disput,com carg mi vide en respuest a una disput de mediacion
0,hic un ped de 17 articul y recib dos cos y el rest de las orden se cancel porqu no se realiz el pag per el diner par los 17 articul se ha tom de mi banc,por que se retir mi diner de mi banc per se cancel mi ped
1,com agreg la direccion de envi,pued agreg mi direccion de envi
0,envi cancel por que razon,cual es la opcion de envi mas rap
0,proces de recuper de contraseñ,numer del proces de disput
0,todav no he recib mi ped,no he recib el reembols y mi ped fue cancel
0,hol no he recib mi ped,recib un corre electron dic que teng un mensaj par mi ped per no hay ningun
1,com obten la factur,com descarg la factur
0,contact al vendedor,el vendedor no fue honest
0,he envi un corre electron a mis document 2 vec por separ y sin embarg mi cuent no esta verific,pag 2 vec por el mism ped que pued hac
1,com cambi el numer de telefon,com cambi mi numer de telefon
0,com elimin element en la list de dese,com pued envi mi list de dese
0,me sugir que esper un tiemp par la conform,que es el vendedor de esper confirm la cuent
0,por favor acept tbc,acept el pag a la entreg
0,com elimin un ped en el carrit de compr,com pued usar el carrit de compr par hac un ped
0,necesit que abran la disput,necesit una pequeñ ayud tuy
1,com contact al vendedor,com me pong en contact con el vendedor
0,intent inici sesion par obten una cuent y la part del codig no funcion,mi cuent de moneybookers no funcion
0,me gust sab sobr el arancel adicional que es com pued usar,me gust sab sobr cupon y com pued obten
0,per esta escrit entreg fall,cual es la solucion
0,com establec el metod de envi,com elij el metod de envi
0,despues del pag com inform que lo hic voy a hac la union del oest y com lo hag,com pag con western union
0,por que los punt de recompens estan baj,por que mi disput no esta pas
0,apel por disput,por que mi disput se termin
0,usted rechaz mi disput sobr un product mientr yo envi las fot solicit al vendedor com desafi esta decision,me envi un corre electron par cancel mi pag porqu el vendedor ten dud
1,metod de envi rap,quier envi rap
0,deb cambi el motiv de la cancel del ped de vendedor quer aument el preci a otro,el vendedor rechaz mi ped de cancel de orden
0,com cancel el product,com cancel un reclam
0,si per el vendedor no respond,que pas si el vendedor no respond a mi disput
0,quier pag per no quier pas mi tarjet supong que no compr mas tiemp intent volv a ingres a la vis de la tarjet de dat y grit hast el 1907 y no se termin de nuev,quier compr con una tarjet de debit per no pued
0,y no me han llam,quier que me envi vari ped junt
0,no pued dej comentari porqu la pagin esta cubiert de text pid que pong estrell,com dej comentari
1,com cancel la disput,com cancel un reclam
1,com encontr al vendedor,com pued encontr un vendedor
1,por favor teng un problem,oh teng un problem
0,com cambi mis dat de contact,com se los detall del product
0,com encontr el barc del articul de los ee uu en la tiend,com pued encontr un proveedor por su numer de tiend
0,necesit avis el vendedor me escrib par abrir una disput sol despues de que pud abrir la disput,que pas despues de abrir una disput
0,la pregunt esta en la list de arrib,pod confi en esta empres que figur en el siti web
0,cual es el rendimient nacional,que es ems
0,pued vend,pued orden por telefon
0,com pued simplement coloc preord,no acept debit com pued hac el ped
0,com pued sab que tip de semill he recib sol hay una bols de semill en el paquet nad mas teng tres bols ahor,he recib el paquet y el reembols
0,com pued elimin del carrit,com pued elimin algun articul de mi ped
0,no olvid mi contraseñ sol quier cambi frecuent,olvid mi id y contraseñ de trademanag que pued hac
0,tel en la rop de los niñ,hol que tal
0,apag la comput y volv a intent mañan cre que es tu problem el otro internet no es un problem en absolut,much graci lo intent
0,la orden esta baj el corre electron incorrect,no pued encontr mi ped en mi cuent
0,termin la disput,no pued abrir la disput
0,no pued contact al vendedor,quier contact al vendedor
0,me pus en contact con el vendedor per aun no me respond,que suced si el vendedor dic que perd mi ped
0,quier pag por el articul que fue reembols,quier devolv el articul par un reembols
0,com elimin mi cuent,com cambi el idiom en mi cuent
0,quier recuper ped elimin,com restaur las orden elimin
0,no teng mis dos orden el seguimient dic que la entreg fall quier un reembols,mis ped fueron cancel y todav no he recib el reembols
0,hac un par de seman busqu camiset de la nas en la tiend en aquel entonc ten much result per ahor no tien result com pued encontr esos product nuev,cancel esta orden hac algun seman per aun no he recib ningun reembols
0,com recib un reembols que el vendedor acept,com recib un reembols de bolet
1,hol diner quier hac lo que teng que hac lo que teng que hac,entonc que teng que hac
0,he pag twitch,teng una tarjet de prepag y en la transaccion no funcion
0,si lo has hech muy bien perfect graci,quien te ha cre
0,pid un abrig par el inviern pas y desd ener el comprador no entiend que es demasi pequeñ par mi y no quier darm un reembols con much caus estup ayudam por favor,me podr ayud
0,hic un ped y se abri una disput y todav no recib mi reembols durant mas de un mes,todav estoy esper mi reembols parcial par esta orden
0,dond pued encontr edit perfil de miembr,dond pued encontr la factur comercial
1,articul en un paquet,es posibl combin mi paquet a uno
0,pued escrib en aleman por favor,por favor teng una pregunt
0,cual es la cantid maxim de tiemp que dur una disput,que hor es alli
1,el pag esta hech el vendedor no respond,el vendedor no tien zapat que ped el vendedor no respond
1,si sig intent pag per no funcion,por que sig recib un error al intent pag mis cos
0,hol teng un problem con mi ped me pued ayud por favor,pued ayud a rastr mi ped
0,com pon la tarjet de credit en la cuent,cuant cuest comision de tarjet de credit
1,com pued contact al servici al client,contact servici al client
0,el vendedor me pregunt mi numer de paypal y le dij que,el vendedor me dij que pod reabr la disput
0,busc proveedor,pued dej comentari par los proveedor
0,que pas cuand abra una disput,cuand pued abrir una disput
1,pag un extra par envi el q s rap result que ahor soy envi desd chin,pued envi mis ped rap
0,por que mis ped no pued ser verific,por que mi ped esta vaci
0,obteng un descuent de envi si es un ped grand,no recib el descuent segun lo promet que pued hac
