is_duplicate,spanish_sentence1,spanish_sentence2
1,no pued pag mi ped hac un mes,no pued pag mi ped con mi tarjeta.
1,quier habl con un comercial,quier contact con un humano.
0,teng una consulta.. mi apelacion sal aprobada. es dec ahor si pued pag mis ped,no pued encontr mi pedido. no sale.
0,"buen tardes, me abri una disput con el vendedor deb a una mercanc que compr y me defectuoso, per mi solicitud hab desaparec de la list y no ten ni siqu una vuelt",me gust pag la mit con una tarjet de credit y la otra mit con otra tarjet de credito.
0,cre que es una estaf del vendedor,que pued hac si la puntuacion del vendedor no es fiabl
1,cuand pued habl con un human,me gust habl con un agent de atencion al cliente.
0,el vendedor cancel el ped,envi el vendedor mi ped
1,hol no recib el diner de mi reembols de mi ped cancel,mi ped esta cancel y quier mi diner de vuelta.
1,la proteccion del comprador ya finaliz,que es la proteccion del comprador
0,la proteccion del comprador ya finaliz,teng proteccion del comprador
0,me gust sab cuant van a tard en pon en contact conmig por la disput q he abiert,me van a dar la inform de envi
0,"queri consult por el status en el que se encuentr una compr que hic reci ya que me sal un cartel de error indic que la compr no se pud proces per que antes de volv a intent un pago, verifiqu si el pag se efectu",el vendedor me pid que confirm la entreg antes de envi el producto.
0,quier comunic con un asesor,quier pag con debito.
1,com cambi el email en mi cuent,"quier cambi mi direccion de email porqu la viej fue hackeada, ¿com pued hac"
1,com cambi la direccion de recepcion,com pued cambi la direccion de recepcion
0,com cambi la direccion de recepcion,confirm por error la recepcion de los articulos. ¿com cambi el estad
1,com cambi mi direccion,quier cambi mi direccion.
0,com hag par indic que estoy onlin,com hag par obten inform sobr mi ped
0,com hag par indic que estoy onlin,no estoy satisfech con el servici que he recibido. ¿com pued dej una valoracion
1,com pon en contact con el equip de disput,com contact con el equip de disput
0,com pued cambi la direccion email de registr,com ocult la direccion de email.
1,com pued cambi la direccion email de registr,necesit cambi mi direccion de email.
0,com pued cancel una compr que no se ha pag,com pued prob que he pag por transferent bancari
0,com pued cancel una compr que no se ha pag,"he pag mi compra, per pon que no hab pago."
1,com pued comprob si mi direccion de entreg es correct,com pued comprob si tien mi direccion correct par el envi
1,com pued consult el estad del ped,com se cual es el estad del ped
0,com pued encontr product o vendedor anterior,com pued elimin ped anterior
0,com pued encontr product o vendedor anterior,com pued encontr la valor que dej
0,com pued obten mi reembols,pued obten algun muestr
0,com pued sab si han envi los product,que hac si el vendedor ha envi los product con el servici de mensaj incorrect
0,com pued sab si se ha realiz el pag,quier sab si el proveedor ha recib el pag o no.
0,com pued sab si un proveedor acept deposit o no,com se pued sab si un vendedor es legitim
0,com pued ten mi propi tiend,"si uso mi tarjet de credito, ¿pued ten proteccion del comprador"
0,com se extiend el tiemp de proces,por que no pued extend el tiemp de proces
0,com se pued encontr un numer de identif del product,quier sab com encontr el producto.
1,com utiliz la garant,com uso el servici de garant
0,cuand se van a envi mis product,mis product no funcionan.
0,cuand ser cancel el ped,cuand ser aprob el reembols y cuand lo recib
0,cuand teng el reembols,com comprueb si teng el reembols o no
0,cuant tiemp teng par devolv un paquet,devolv un articul defectuoso.
0,cuant dias falt hast que lleg,pued dec cuant dias suel tard en complet una reclam
0,cuant dias falt hast que lleg,"hast que no complet la verificacion, no podr hac ningun pedido."
0,dond deb ir par segu mi ped,que deb hac si mi pag con webmoney ha fall
0,dond deb ir par segu mi ped,pued cambi mi valor par el ped
0,dond deb ir par segu mi ped,no hay puntuacion de valor par mi pedido.
0,dond esta el product,esta en stock el product
0,dond pued ver el centr de quej,dond pued ver mi cuent
0,dond pued ver la respuest del proveedor,sin respuest del proveedor tras una consulta.
0,dond pued ver la respuest del proveedor,dond ver el codig del cupon cuand hag el ped
1,el numer de ped es tambien el numer de seguimient,es lo mism el numer de ped y el numer de seguimient
0,el numer de ped es tambien el numer de seguimient,el numer de seguimient no funciona.
0,hay algun error en sus opcion de pag,hay algun cost de cancel de ped
0,hay algun form de pag en metal,hay algun form de que pued combin ped de diferent vendedor en un envi
0,los product del ped se envi junt o separ,pag antes o despues de recib los product
0,mi tarjet de credit deb ser internacional par compr en esta pagin,par que sirv esta pagin
1,podeis ayud a segu mi ped,pued ayud a hac el seguimient de mi ped
0,"por que me hac carg de un ped a mi tarjeta, per no me lleg ningun corre de la confirm de la vent ni me aparec que hay hech algun ped",por que me han cobr un ped de otra person
1,por que no pued dej comentari par mi ped,por que no pued dej valor por mi ped
1,por que no se aprob el pag,por que el pag no se ha verific
0,por que se devuelv mi ped,por que se cerr mi ped
0,por que se devuelv mi ped,por que el ped no se muestr en mi cuent
0,pued pag en metal,com pued pag mis ped en un sol pag
0,pued ten un recib de mi pag,com recib un reembols por pag sms
0,que comentari le di,quier cambi comentarios.
1,que deb hac si mi paquet esta deten en la aduan,"el paquet esta en man de la aduana, ¿com pued hac el tramit"
1,que pas si el vendedor no envi el ped antes del finaliz el tiemp de proces,que pas si el vendedor no envi mi ped antes del tiemp de proces
0,si lo intent nuev no se cobr dobl,que hac si la pagin no se carg
0,voy a pag sol el cost de los product y de tod,com cambi una valor en el vendedor y los product
0,a colombi porqu empres lleg los envi,pued envi mis articul a la direccion de la empres de mensaj
0,a dond se realiz el reembols,pued darm la pagin web dond hac el seguimient de mi ped
0,a dond se realiz el reembols,se aplic automat el cupon
0,a la direccion que me dijeron,el vendedor me dij que pod reabr la disputa.
0,a la fech no recib el reembols de mi diner,"mi diner ha sid retir de mi banco, per no recib confirmacion."
0,a la hor de pag me indic que pong el numer de la tarjet con sald,"por favor, denm el numer de la line de ayuda."
0,a nombr de qui pong el pag,cual es el nombr de la compañ del envi
0,a part de contest las pregunt de segur,com ocup de las tas
0,"a pes de hab leid algun de las pregunt que resuelv dudas, no entiend muy bien el estad de mi ped",el vendedor dic que el pag no ha sid recib despues de hab finaliz el pedido. ¿qu pued hac
0,a que direccion electron pued envi los document par verif,no pued envi los mensajes.
0,"a que se refier en condicion ""reformado"" en lug de nuev","no hay opcion de talla, ¿pued dej un mensaj en su lug"
0,a que corre le escrib par pod expon si cas,que escrib en el numer de cuent en el formulari de western union
0,a que corre le escrib par pod expon si cas,com escrib una reseñ
0,a que corre mand la imag,no pued sub una imag jpeg.
0,a que hor se encuentr trabaj atencion al client,no pued envi un email al servici de atencion al cliente.
0,a su vez me indic que hic un report,esta es la primer vez que les hag un pedido.
0,aun no he recib el reembols,aun no he recib el numer de seguimiento.
1,aun no he recib el reembols,no he recib mi reembolso.
0,abri disput por que el movil que recibi se reinici,el vendedor no tien el product por el que he pagado.
1,abri una disput hac unos dias,abrir disput hac un mes y aun estoy esper respuesta.
1,abri una disput que ya esta finaliz per no he recib el reembols,no he recib el reembols despues de que finaliz la disputa.
0,"abri una disputa, lleg a un acuerd con el vendedor y no a cumplido. que hag",abri una disput y no obtuv respuest del vendedor.
0,abru una disput porqu recib un product rot,no recib una respuest por un ped que tien una disput escalada.
0,abru una disput porqu recib un product rot,he abiert una disput porqu el asunt no ha sid segu por bastant tiempo.
0,aca en corre de chil me inform que fue devuelt a chin,que pas si el articul fue devuelt porqu ten altos impuest de aduan
0,"acab de hac un pedido, ?dond consegu el recib",quier hac el seguimient de un pedido.
0,acab de realiz la transferent interbancari de un ped,com pued cancel un product que acab de hac
0,acab de realiz un pag,deb contact con el vendedor antes de realiz el pag
0,acab de recib un corre electron de que mi orden ha sid cancel por falt de pag,com pued cancel un product que acab de hac
0,accidental presion un boton par confirm el ped y los product no los he recib,com pued recib la inform de seguimient par los product que he ped
0,acept tarjet oce pay debit,acept tarjet discov
0,acept o rechaz ofert del vendedor,la proteccion del comprador es un servici dad automat o hay una tarif
0,acerc de mi cuent tien algun problem,teng un problem con mi seguimient de envio.
0,acord con el vendedor el reembols y no ha hech nad,que pas si el tiemp se acab y el vendedor no ha envi mi ped
0,actual teng una disput abiert y la verd es que no se que pas he de segu a part de ahor,teng una tarjet de credit business que no se acepta.
0,adem es un sobr pequeñ en el cul no podi cab el articul compr,viv en china. ¿es gratuit el envi
0,adem me solicit una cantid de informacion priv que no pued suministr por seguridad.,la cantid de la factur no es la mism que la de los pedidos.
0,dond entro par hac mi ped de anill,no pued encontr el boton par hag el seguimient de mi pedido.
0,agent personal por favor,"cargando. por favor, espere."
0,"ah okay, ose que es un problem general",teng un problem con mi envio.
0,"ahi esta el numer de pedido, con el pued ayud",com hag un pag con el reembols de un ped
0,ahor deb sal y no `pued continu,cuant deb pag por impuest y tas de aduan
0,ahor deb sal y no `pued continu,com pued hac un ped que no quier pag ahor
0,ahor en vendedor no respond mis mensaj,que teng que hac cuand un vendedor no respond mis emails
0,ahor le vuelv a pregunt,no estan envi el product ahor
0,"ahor me aparec los ped com par volv a realizar, ya la vez en transit",por que no veo los ped en la pagin web
1,ahor me lleg mensaj que mis ped son reten en aduan,no he recib mis productos. reten por la aduana.
0,"ahor me pid que contact con usted y que cambi la opcion a ""ya no quier el producto"". cuand eso no es verdad. ver mensaj envi y recib",mis compr fueron envi a un numer que no es el de mi casa.
0,ahor recib un mensaj dic lo siguiente:,por que recib emails dic que mi ped esta cerr
1,ahor ten un corre electron dond dec que mi ped ha sid cancel porqu yo no he pag,he recib un email dic que mi ped ha sid cancel por falt de pago.
0,ahor veo que el cobr me lo han hech a mis dos tarjet,"si cancel un ped que he hecho, ¿me devuelv tod el diner"
0,ahor veo que el cobr me lo han hech a mis dos tarjet,"en mi ped pon que no he pagado, per si lo he hecho."
1,"ahora, me lleg los comprobantes, per no pued acced a esa cuenta, ya que no cre un usuario, entonc no teng clav de acces","intent acced a mi cuenta, per no me deja."
0,al escrib mi nombr y apell los rechaz por no ser ingles,el vendedor rechaz mi peticion de reembolso.
0,"al final ayer transport el coch con una gru a un tall y con una simpl diagnosis multimarca, archiv que les he envi a el y estan colg en http://tinypic.com/",realiz un ped par ser envi con fedex y el proveedor lo envi con chin post.
0,"al final ayer transport el coch con una gru a un tall y con una simpl diagnosis multimarca, archiv que les he envi a el y estan colg en http://tinypic.com/","cuand recib el email con mi ped hag clic en el, per dic que no pued verlo."
0,"al final he ten que cancel el pedido, graci por nad",no pued ver el ped por el que he pagado.
0,"al final he ten que cancel el pedido, graci por nad",necesit cancel los ped que he hecho.
0,al final se pas las ofert y no pued realiz mi ped porqu vuestr sistem de pag no avanza. ya he compr mas vec con esa tarjet sin problem y veo que a med que pas el dia van baj las existent disponibles.,he ped cos y quier sab cuand las van a enviar.
0,"al moment de compr un producto, este no me dej me dic que teng que apel",intent registr y me dic que el servici no esta disponible.
0,"al pag con mi tarjet de credit me dic ""error de pago""",me gust pag la mit con una tarjet de credit y la otra mit con otra tarjet de credito.
0,al parec hay una confusion con un vendedor,me gust envi una consult sobr compr al vendedor.
1,"al pon el nombr de la call me indic que deb pon en ingles?, no pued cambi el nombr",el nombr de la call esta mal. ¿qu pued hac
0,al realiz una compr no dej pag con ningun tarjet nuev que agreg,pued pag con una tarjet brasileñ
1,al realiz una compr no dej pag con ningun tarjet nuev que agreg,no pued pag con tarjeta.
0,al usar el cupon y pag me cancel sol el ped,por que me dio error al hac el ped aqu
0,algui me pued llam par habl de mis ped que no aparec en ningun siti,"tien un numer de contact al que pued llam par habl sobr mi disputa, por favor"
0,"algui pued ayud dese sab que suced ahora, mi apelacion fue aprobada, me envi mi ped o ya perdi la ofert",me gust que mis product se envi a una nuev direccion.
0,"algui pued ayud dese sab que suced ahora, mi apelacion fue aprobada, me envi mi ped o ya perdi la ofert",no hic un pedido. algui uso mi tarjeta.
0,algui pued habl conmig,se pued pon vuestr equip de segur de cuent en contact conmig
0,algui pued habl conmig,pued comunic conmig en rus
0,algui usa mi direccion de corre electron,quier envi mi list de dese a alguien.
0,algun agent que sea una person,que hag si una person sig cambi el preci
0,algun agent que sea una person,se ha hech una transaccion en mi tarjet de credit por part de otra persona. ¿qu pued hac
0,"algun problem con las camiset futbol sd eibar, madrid, barcelon",hay un problem con mi cuenta.
0,algun person pued atend,por que me han cobr un ped de otra person
0,algun opcion no funcion,com funcion los event
0,algun opcion no funcion,com funcion los cupon descuent
0,algun opcion no funcion,no hay transferent bancari en las opcion de pago.
0,ampli el tiemp de proteccion y sig sin envi,"me han cobrado, per el ped sig pendient de pago."
0,anoch estuv habl con una chic que se llam kayl,dic que no se vend a este pais.
0,anoch hic un ped y lo cancel,"hic un pedido, per me lo cerraron."
0,"anterior ya lo he hecho, llam a mi banc y me dic que tod esta normal, per me sal nos pued realiz el pag","si cancel un ped que he hecho, ¿me devuelv tod el diner"
0,antes de nad buen dias eva,deb confirm los product antes de que lleg
0,antes me deci que no teni permis par entrar. ahor result que si ha entrad en la pagin,"si congel el pedido, ¿qu hac par que me devuelv el diner"
0,antes si se podi verd,"si pid a vari vendedor diferentes, ¿mis ped se envi junt"
0,antes ten benefici en mi cuent y ahor ya no,por que he puest cos en mi cest y ahor se han ido
0,antes ten una list de dese muy larg,com añad product a mi list de dese
0,antes vivi en chin y mi cuent tien identific mi pais com chin,quier que mis product se envi a mi agent en china.
0,antes vivi en chin y mi cuent tien identific mi pais com chin,"quier envi mi product a china, per no la pued encontr en la list de paises."
1,anul un ped y no he recib el reembols en la tarjet,no he recib el reembols y mi ped ha sid cancelado.
0,anul un ped y no he recib el reembols en la tarjet,"ped cancel por el vendedor, y no he recib el dinero."
0,aparec com cerrado.. per no se me ha devuelt el diner,"he pag mi pedido, per el pag no ha ten exit y me cobr el dinero."
0,aparec com orden entregada. per a mi no me han entreg nada. que hago?',"dic que me han envi un email, per no se adonde."
0,aparec que me estan devolv el pag y yo quier los product trat de apel y no logr adjunt los pdf con la info que me pid,los product recib dej de funcion y el vendedor no responde.
1,aparec un mensaj de error,"necesit pag mi pedido, per sig recib un mensaj de error."
0,aparec un tiburon en medi de una carretera...,quier un trabaj en una compañia.
0,aparec un tiburon en medi de una carretera...,por que en mi ped aparec la disput cerr
0,apel tarjet de credit,com pag con tarjet de credit
0,aqu oras me atiend una person,hic una compr y no me respondio.
0,asi realic per no se hac el carg y los product sig aparec com pendient y me mand un error,el proveedor sub el preci de los product y requier un pag extra.
0,asi teng una apelacion en curs,reembols en una cuent diferente.
0,asi teng una apelacion en curs,cuant tard en termin una disput
0,atencion al client no funcion,no pued envi un email al servici de atencion al cliente.
1,atencion al client personal porfavor,telefon de atencion al cliente.
0,atend un ejecut en line,com dej un mensaj en mi ped
0,aun asi no pued realiz mi compr,com pued asegur mi compr
0,aun cuand estan cancel,pag los product cuand pid o cuand los entreg
0,aun esper respuest del vendedor,com pued denunci mal conduct del vendedor
1,aun no he recib el reembols de mis ped,"no he recib el reembolso, ¿qu pued hac"
0,aun no he recib los reembols,"he recib los articulos, ¿com confirm"
0,"aun no he recib respuest sobr verificacion del pag realizado, hoy hac ocho dias lo realice.",mi ped fue envi per no lo he recibido.
0,aun no me han reembols mi diner despu de la resolucion de la disput y ha pas casi un mes,abrir disput hac un mes y aun estoy esper respuesta.
0,aun no se nad respect a un product no recib,he recib un product defectuoso.
0,"aunqu sig interes en el producto, per tras siet mes sig sin recibirlo, cre que lo mejor es un reembols",por que sig recib un error cuand intent pag mis cos
0,automat la app a utiliz los cupon que ten par realiz sin que yo pud quitarlos.,he cambi la tarjet que use par el pedido.
0,"aviso: no has alcanz un acuerd con el vendedor. el import del reembols ser el de la propuest anterior. present recurs si no estas satisfech con el result de la disput o con la atencion que te hem prestado, pued pres",dond pued ver el result de la disput
1,ayudem a volv a configur mi lengu al ingles.,"pued cambi mi pagin a ingles, por favor"
0,ayudem a volv a configur mi lengu al ingles.,quier cancel y volv a pedir.
0,ayer despu de chat con un compañer .... muy bien por ciert .....,por que el vendedor requier cost de envi par un product con envi gratuit
0,"ayer hic el ped y hoy lo he vuelt a realizar, me preocup que me lo aprueb dos veces.","ya he pagado, per aparec com que no lo hice."
0,"ayer hic el ped y hoy lo he vuelt a realizar, me preocup que me lo aprueb dos veces.",no he recib el ped y el numer de seguimient que me dieron esta mal.
0,ayer hic un ped lo pag per el corre no es el mio me equivoqu,"hic el pedido, per ellos sub el preci de repente."
1,ayer hic un ped per ha sid rechaz por usted,"hic un pedido, per me lo cerraron."
0,ayer hic unas consult x un paquet que no a lleg,no pued localiz el ped que hice.
0,ayer realic el deposit de mi ped por medi de merc de pag deposit en un oxxo,com hag un pag con el reembols de un ped
0,ayer realic el deposit de mi ped por medi de merc de pag deposit en un oxxo,he pag con doku. ¿por que el estad del ped sig en pendient de pag
0,ayer recib el ped y no vien en su embalaj original,"pague, per no recib el pedido."
0,ayer se me solicit un papel justif de corre de dond esta el pedido. ahor que hag,ahor me ha lleg un email que dic que mi ped ha sid cancel porqu no pague.
0,ayer y ahor mism otra vez,pued envi la mercanc otra vez si ya he pag
0,ayud de una person en español,com pued contact a una person de atencion al client via telefon
0,ayud de una person en español,no pued abrir una disputa. necesit su ayuda.
0,bien lo envi a su mism direccion,pued registr otra cuent con la mism direccion de email
0,boton par agiliz el tramit,dond esta el boton de chat ahor
0,buen dia hay vari ped cerr que a un no han lleg,elimin los ped cerrados.
1,"buen dia, estoy dand seguimient a la solicitud de hac vari dias, el vendedor no responde.",el vendedor no me responde.
0,"buen dia. estoy dand seguimient a mi solicitud de hac vari dias. el vendedor no ha respondido, usted pued ayud",el proveedor no ha respond a mis emails.
0,buen dia escrib par realiz el seguimient de un ped,com introduzc el numer de seguimient al devolv un ped
0,buen dia quier sab com el status de mi reembols de una compr que no se autoriz,com se usa paypal com metod de reembols
0,còmo cambi la tarjet que esta por defect,que es direccion por defect
0,por que el boton de seleccion pais no aparec,por que no funcion el boton de la cest
0,que hag cuand he recib un product que no he ped,he recib un product defectuoso.
0,que suced cuand un ped se cierr,por que no se muestr mi ped
0,"ya realic mi pag el dia de ayer, que proced","en el siti web dic que mi ped ya ha sid entregado, per no lo he recibido."
0,a que hor se desocup su sistem,dic que no se vend a este pais.
0,"abri disput de un pedido, el acuerd fue que teng que devolv el product par consegu el reembols",teng que pag comision par un reembols
0,abri una cuent y ahor me aparec bloqu,hay cupon descuent en mi cuent ahor
0,"abri una disput me pid mand pruebas, ya las mand per aparec que no las recib","ya he pagado, per aparec com que no lo hice."
0,abrir disput sobr falt de ped,no soy capaz de abrir una disputa.
0,abrir una disput y contact una disput es lo mism,es impos abrir una disputa.
0,acab de entrar en mi perfil,escrib mal el nombr en mi perfil.
0,"acab de habl con correos, hast que el envi no llega, la respons es del que envi",com pued cancel un product que acab de hac
0,acab de ped el ped per me equivoqu en la tall,el vendedor me envi la tall equivocada.
1,acept pag con tarjet vis o mastercard,acept vis de debit
0,adond estas mi perfil?????? viej,com edit mi perfil de miembr
0,aduan me pid un recib de compr,el vendedor me pid ahor mas diner por el producto.
0,aduan me pid un recib de compr,com recib un reembols de webmoney
0,agir con que confianz pued ped un product,es *** un vendedor de confianz
0,ahh es que teng una apelacion,pued usar paypal par pag ya que no teng una tarjet de credit
0,"al dec que no lo queri cancelar, porqu es el que me gusta, me remit un nuev corre al dia siguient en el que me pon que esta fuer de stock. ¿no les parec tod esto incorrect",me parec que tod los product son public engañosa.
0,"al moment de pagar, me sal que hub un error, per al revis el estad de cuenta, si se me descont el diner",me pregunt el estad de mi disputa.
0,algui par q contest mis pregunt en español,algui uso mi direccion de email par abrir una cuenta.
0,aparec com cancel la compr,"hic el pag por boleto, per aun aparec com pendient de pago."
0,aparec el ped com cancel,el ped no es com estab descrito.
0,aun no he ten respuest de mi apel,no he ten notici de mi disput escalada. ¿qu pued hac
0,"aun no me dan respuesta, y necesit segu hac unas compr",me pregunt si hay algun respuest par mi disput escalada.
0,aun no pued realiz un pag,com pued pag tod mis ped con un pag
1,aun no se nad de la disput,"abri una disput y, por ahora, nada."
0,ayer hic un ped esta pag y no sal en mis ped,"necesit cancel un pedido, per no ha opcion par cancel en mis pedidos."
0,ayer hic un ped esta pag y no sal en mis ped,com pued pag mis ped en un sol pag
0,ayer realic un ped y no esta en mis ped,com pued pag mis ped en un sol pag
0,buen dia necesit sab si las disput que tuv que realiz ya tien el reembols realiz,quier sab si mi ped ha sid realizado.
0,"buen tarde, result que la proteccion de el product se termin per no me lleg un corre avis que estab a punt de termin y aun no he recib el producto.",devolv el product y no he recib el reemplaz o reembolso.
0,"buen tard ,sig sin recib mi ped","necesit pag mi pedido, per sig recib un mensaj de error."
0,buen tard por que no se ha acredit mi pag,por que se ha devuelt mi paquet
1,"buen tardes, hac mas o men cuatr mes realic dos compr a dos tiend compr unos reloj y esta es la fech y no he recib el pedido. ya fui a",pag mi ped y no lo he recibido.
0,"buen tardes, hic un ped y el carg ya fue hech a mi tarjet de credito, per me lleg un corre dic que el pag no fue aceptado, quier mi reembols",hic un ped antes y el ped no se complet porqu el vendedor fue suspendido.
0,"buen tardes, me envi un product y no me lo han envi y han elimin un seguimient de dhl y ahor me han puest otro...tod eso cuand me he quej",me han dad un numer de seguimient par product con destin en otro pais.
0,buen tardes. no se registr mi pag,com comprueb si mi pag se efectu
0,buen si ves en mis mensaj,com consig mi reembols si no recib respuest a mis peticion
0,"buen dias quier cambi la direccion par prox envios, per me dic que teng que pon en ingles.",soy incapaz de cambi mi direccion de email. dic que ya esta en uso.
0,"buen dias, me dic que teng una apelacion abierta, ya les contest y les mand lo que me pedian, no entiend porqu si no lleg a pagar, cancel el ped y compr otros guantes, cuand lo vi no me fij y pens de otro que usted cancel y estoy p",no he recib el ped y el numer de seguimient que me dieron esta mal.
0,"buen dias, realic dos compr el dia viern",el proveedor cambi el preci inmediat despues de que realic el pedido. ¿qu pued hac
0,"buen dias, si el ped no me lleg me devuelv el diner","si pid ahor con ups, ¿en cuant dias lleg el articul a mi pais"
0,cambi direccion de email por error,confirm los articul por error.
0,caduc la confirmacion de entreg,"no pued cambi la direccion de entrega, ¿qu hac"
0,cancel mi ped per me lo rechaz que pued hac,"hic un pedido, per me lo cerraron."
0,cobr un ped que no exist y envi el email com me dijeron y no recib respuest,ya he pag el ped y aparec com ped sospechoso.
0,"com cambi el cost de eur a dolar estadounidens una vez ya realiz la operacion, es dec deb asi figur en mis ped pues en argentin deb abon impuest aduaner enus dollars",soy incapaz de cambi mi direccion de email. dic que ya esta en uso.
1,com cambi la direccion de envi de un ped,com cambi la direccion de entreg
1,com cambi la direccion de envi de un ped,com cambi la direccion de envi
0,com cambi la direccion de envi de un ped,com cambi las estrell de la valor
0,com cambi numer tarjet vis,pued funcion mi tarjet vis de regal
0,com cancel una orden ya envi,ya he pag el ped y aparec com ped sospechoso.
0,com cancel una orden ya envi,com cancel una disput abiert
0,com consig un reembols sin disput,teng una disput sin resolver.
0,com consig un reembols sin disput,pued confi en un vendedor sin reseñ
0,com es el proces de reembols,"he envi una apel par tarjet de credito, ¿com consult el proces"
0,com es la transaccion de diner si es segur compr cuant tiemp tard el product en lleg que osa con aduan,"he pag una vez, per el diner cobr es com si hub pag dos veces."
0,com seguimient mi product,no acept tarjet business o comerciales.
0,com seguimient mi product,acept paypal com opcion de pag
0,com funcion las disput,me gust habl con algui del equip de disputas.
0,com gener la orden en la pag,com consult la pagin web en rus
0,com hag par rastr pues automat el sistem activ la recepcion y la valoracion y yo aun no recib el ped,teng una disput y la compañ no ha hech nad par resolv el problema.
0,com les mand el comprob del pag,"pued hac vest personalizados? si les mand una foto, ¿pued hac igual"
0,com me deposit el diner de reembols,no recib un reembols de mi dinero. han pas dos meses. ¿cuand devolv el diner
0,com pago. no me lo permit,"hic el pag por boleto, per aun aparec com pendient de pago."
0,com pued cambi el medi de pag,"hic el pago, per aparec com no pagado."
0,com pued hac el vendedor subi el preci y me dij que iba a hac la devolucion per hast ahor no devuelv el pag,"pag el ped y el vendedor me escrib que no queda, ¿qu hac"
0,com pued pag tod los articul junt,tod los ped vien junt
1,com pued pon en contact con un vendedor,com pued pon en contact con el vendedor
0,com pued quit los ped recib de mi list de ped,los ped multipl se envi com uno
0,com pued quit los ped recib de mi list de ped,com pag tod los ped de mi cest de la compr
0,com pued rastr mi product,pued recib mi product con entreg contr reembols
0,com pued sab si mi pag ya fue evalu y acept,com pued sab si mi product fue envi
0,com pued sab si mi product fue envi,me gust sab por que mi ped fue cancelado.
1,com recuper mi contraseñ,com pued restablec mi contraseñ
0,com recuper un ped cancel por error,confirm por error ped recibido.
0,com recuper un ped cancel por error,quier cancel el pedido. hay un error.
0,com sal la cuent movil desd la pagin con un naveg,quier reactiv la cuenta.
0,com se abre una disput de unde un ped cancel,com abro una disput por un ped complet
0,com se cuant demor mi ped,mi ped se entreg en mi domicili
0,com vuelv a pag mi ped,com pued pag tod mi ped con un pag
0,compr dos pulser inteligent y una de ellas no funcion ha dej de funcion,intent usar el codig de descuent y hoy no funciona.
0,compr dos pulser inteligent y una de ellas no funcion ha dej de funcion,teng una tarjet de debit y no tien fech de caducidad.
0,"compr telefon elephon en tiend stor y el envi a demor demasiado, lo mas probabl es que no teng el product",pued confirm que el product esta en stock
0,"compr un articulo, per el vendedor indic un preci mas baj del real y la aduan de mi pais lo regres",el proveedor sub el preci de los product y requier un pag extra.
0,"compr un articulo, per el vendedor indic un preci mas baj del real y la aduan de mi pais lo regres",com ver el preci de un product
0,compr un movil me lleg tard per cuand lleg no funcion el microfon,"dic que me han envi un email, per no se adonde."
1,con algui que no sea un robot,no quier conect a un robot.
0,con qui me pued comunic par que me den una solucion,com hag par que el ped se me envi rapid
0,contact con un oper español,com pued contact con un vendedor si ya no esta list
1,contact un represent,necesit habl con un representante.
0,corre electron par contact,recib un email de que un nuev corre ha llegado.
0,"cos que nunc habi suced en un envi ,cobr impuest .",nunc recib un reembolso.
0,cre que un vendedor me ha engañ,se me ha cobr por algo que no he pedido.
0,cual es el codig de segur,esta regul la segur de los product
0,cual es la via par pag con el diner del reembols que usted me hic,el vendedor me dij que cancel el ped par devolv el dinero. ¿qu pued hac
1,cuand en localizacion de ped me muestr esto !! proces de fondos!! que signif,que signif el estad proces de fond
0,cuand le doy pag sol me da el preci de un articul,com ver el preci de un product
0,cuand me dan un numer de rastre de dhl per no se encuentr el rastre porq,"me han cobrado, per el ped sig pendient de pago."
0,cuand me van a devolv mi reembols,me da un error cuand intent comprar.
0,cuand me van a devolv mi reembols,por que no recib un reembols por el ped
0,cuand pag me sal error en el pag,necesit inici sesion en la cuent de doku cuand hag el pag
0,"cuand seleccion tod los productos, el cost del envi quier que sea el de un sol product",com pued pag tod mis product en la cest de la compr en un sol pag
0,"cuand seleccion tod los productos, el cost del envi quier que sea el de un sol product","cuand compr un product en la cesta, el preci de promocion no esta disponible."
0,cuand termin el period de fiestas. veo que el proveedor no envi mi ped y tampoc me contest,"el vendedor descont el precio, per cuand hag el ped veo el preci anterior."
0,cuand yo abri las disput,me cobr en mi tarjet de credit cuand yo nunc les he compr nada.
0,cuand yo abri las disput,devuelv las moned cuand cancel un ped pag por adelant
0,cuant tiemp deb esper por el reembols,por que deb esper a que el vendedor respond mi disput
1,cuant tiemp demor un reembols,en cuant tiemp pued recib el reembols
0,cuant tiemp tard una apel,cuant tiemp dur una disput
0,cuant tiemp tard una apel,"he envi una apel par tarjet de credito, ¿com consult el proces"
0,deb hab una form facil no pued perd mas tiemp en cambi unos simpl numer,hay una form de que la entreg sea mas rap
0,deb de pag los gast de envi de un product que mand a repar,cuant deb pag por impuest y tas de aduan
0,deb esper el reembols par realiz un nuev ped,"he cancel mi pedido, ¿cuand pued esper un reembols"
0,deb hac uno por uno de cad articul del ped o habr algun form de abrir disput por el total del ped,he pag con webmoney. ¿por que el estad del ped sig siend pendient de pag
0,decidi que devolv el diner y todavi estoy esperando.,abrir disput hac un mes y aun estoy esper respuesta.
0,desd el mes de abril solicit un ped,quier hac el seguimient de un pedido.
0,dese comunic con la oper ash,cual es la situacion con mi disput
0,"dese usar otra, porqu la anterior la anul",pued envi la mercanc otra vez si ya he pag
0,disculp teng dud de porqu mi ped no ha sid envi,por que mi ped ha sid cerr por no envi
